'Elapsed time','MLII','V1'
'27:13.275',-0.550,0.000
'27:13.278',-0.550,0.000
'27:13.281',-0.545,0.010
'27:13.283',-0.550,-0.010
'27:13.286',-0.560,0.000
'27:13.289',-0.560,-0.005
'27:13.292',-0.545,0.015
'27:13.294',-0.530,0.015
'27:13.297',-0.540,0.020
'27:13.300',-0.545,0.020
'27:13.303',-0.540,0.015
'27:13.306',-0.535,0.015
'27:13.308',-0.530,0.010
'27:13.311',-0.525,0.015
'27:13.314',-0.525,0.010
'27:13.317',-0.525,-0.010
'27:13.319',-0.545,-0.015
'27:13.322',-0.540,-0.035
'27:13.325',-0.520,-0.035
'27:13.328',-0.510,-0.040
'27:13.331',-0.500,-0.030
'27:13.333',-0.500,-0.045
'27:13.336',-0.505,-0.050
'27:13.339',-0.505,-0.030
'27:13.342',-0.485,-0.030
'27:13.344',-0.475,-0.030
'27:13.347',-0.465,-0.025
'27:13.350',-0.465,-0.045
'27:13.353',-0.450,-0.050
'27:13.356',-0.440,-0.040
'27:13.358',-0.430,-0.030
'27:13.361',-0.415,-0.030
'27:13.364',-0.405,-0.035
'27:13.367',-0.405,-0.050
'27:13.369',-0.410,-0.040
'27:13.372',-0.390,-0.040
'27:13.375',-0.375,-0.030
'27:13.378',-0.340,-0.020
'27:13.381',-0.330,-0.030
'27:13.383',-0.330,-0.040
'27:13.386',-0.340,-0.045
'27:13.389',-0.315,-0.040
'27:13.392',-0.295,-0.025
'27:13.394',-0.270,-0.030
'27:13.397',-0.255,-0.025
'27:13.400',-0.260,-0.035
'27:13.403',-0.265,-0.040
'27:13.406',-0.250,-0.035
'27:13.408',-0.230,-0.030
'27:13.411',-0.215,-0.030
'27:13.414',-0.210,-0.030
'27:13.417',-0.210,-0.040
'27:13.419',-0.205,-0.035
'27:13.422',-0.210,-0.030
'27:13.425',-0.205,-0.015
'27:13.428',-0.205,0.000
'27:13.431',-0.205,-0.010
'27:13.433',-0.225,-0.015
'27:13.436',-0.240,-0.015
'27:13.439',-0.245,-0.005
'27:13.442',-0.250,0.010
'27:13.444',-0.255,0.000
'27:13.447',-0.265,0.000
'27:13.450',-0.295,-0.015
'27:13.453',-0.325,-0.015
'27:13.456',-0.330,-0.005
'27:13.458',-0.340,0.015
'27:13.461',-0.345,-0.005
'27:13.464',-0.360,-0.020
'27:13.467',-0.365,-0.040
'27:13.469',-0.400,-0.050
'27:13.472',-0.410,-0.055
'27:13.475',-0.410,-0.050
'27:13.478',-0.420,-0.040
'27:13.481',-0.420,-0.045
'27:13.483',-0.450,-0.065
'27:13.486',-0.450,-0.055
'27:13.489',-0.460,-0.050
'27:13.492',-0.450,-0.045
'27:13.494',-0.460,-0.035
'27:13.497',-0.465,-0.030
'27:13.500',-0.475,-0.060
'27:13.503',-0.485,-0.050
'27:13.506',-0.480,-0.050
'27:13.508',-0.485,-0.045
'27:13.511',-0.475,-0.040
'27:13.514',-0.480,-0.040
'27:13.517',-0.490,-0.050
'27:13.519',-0.495,-0.055
'27:13.522',-0.505,-0.045
'27:13.525',-0.495,-0.035
'27:13.528',-0.480,-0.040
'27:13.531',-0.490,-0.035
'27:13.533',-0.500,-0.060
'27:13.536',-0.510,-0.060
'27:13.539',-0.510,-0.055
'27:13.542',-0.500,-0.040
'27:13.544',-0.495,-0.045
'27:13.547',-0.490,-0.040
'27:13.550',-0.505,-0.055
'27:13.553',-0.515,-0.055
'27:13.556',-0.510,-0.050
'27:13.558',-0.495,-0.040
'27:13.561',-0.490,-0.025
'27:13.564',-0.510,-0.035
'27:13.567',-0.505,-0.035
'27:13.569',-0.495,-0.035
'27:13.572',-0.495,-0.025
'27:13.575',-0.485,-0.010
'27:13.578',-0.475,-0.005
'27:13.581',-0.485,0.000
'27:13.583',-0.485,-0.020
'27:13.586',-0.505,-0.015
'27:13.589',-0.470,0.005
'27:13.592',-0.470,0.000
'27:13.594',-0.470,-0.005
'27:13.597',-0.470,-0.005
'27:13.600',-0.470,-0.010
'27:13.603',-0.475,-0.015
'27:13.606',-0.480,-0.005
'27:13.608',-0.480,-0.020
'27:13.611',-0.460,-0.040
'27:13.614',-0.465,-0.050
'27:13.617',-0.465,-0.065
'27:13.619',-0.480,-0.050
'27:13.622',-0.475,-0.060
'27:13.625',-0.465,-0.050
'27:13.628',-0.455,-0.060
'27:13.631',-0.455,-0.060
'27:13.633',-0.465,-0.060
'27:13.636',-0.470,-0.070
'27:13.639',-0.465,-0.060
'27:13.642',-0.465,-0.055
'27:13.644',-0.450,-0.055
'27:13.647',-0.475,-0.050
'27:13.650',-0.460,-0.060
'27:13.653',-0.470,-0.065
'27:13.656',-0.480,-0.055
'27:13.658',-0.465,-0.060
'27:13.661',-0.450,-0.050
'27:13.664',-0.455,-0.045
'27:13.667',-0.455,-0.060
'27:13.669',-0.465,-0.060
'27:13.672',-0.465,-0.055
'27:13.675',-0.450,-0.050
'27:13.678',-0.440,-0.040
'27:13.681',-0.455,-0.050
'27:13.683',-0.455,-0.065
'27:13.686',-0.465,-0.070
'27:13.689',-0.455,-0.060
'27:13.692',-0.445,-0.045
'27:13.694',-0.465,-0.055
'27:13.697',-0.460,-0.055
'27:13.700',-0.460,-0.065
'27:13.703',-0.465,-0.065
'27:13.706',-0.460,-0.055
'27:13.708',-0.455,-0.040
'27:13.711',-0.445,-0.040
'27:13.714',-0.445,-0.035
'27:13.717',-0.455,-0.050
'27:13.719',-0.470,-0.050
'27:13.722',-0.465,-0.035
'27:13.725',-0.455,0.000
'27:13.728',-0.450,-0.015
'27:13.731',-0.440,-0.025
'27:13.733',-0.465,-0.045
'27:13.736',-0.465,-0.020
'27:13.739',-0.455,-0.025
'27:13.742',-0.455,-0.010
'27:13.744',-0.445,-0.005
'27:13.747',-0.450,-0.020
'27:13.750',-0.455,-0.020
'27:13.753',-0.465,-0.025
'27:13.756',-0.460,-0.025
'27:13.758',-0.455,-0.010
'27:13.761',-0.440,-0.020
'27:13.764',-0.440,-0.040
'27:13.767',-0.460,-0.065
'27:13.769',-0.455,-0.075
'27:13.772',-0.465,-0.070
'27:13.775',-0.450,-0.060
'27:13.778',-0.435,-0.065
'27:13.781',-0.435,-0.065
'27:13.783',-0.460,-0.080
'27:13.786',-0.465,-0.090
'27:13.789',-0.455,-0.070
'27:13.792',-0.455,-0.070
'27:13.794',-0.445,-0.065
'27:13.797',-0.440,-0.075
'27:13.800',-0.440,-0.075
'27:13.803',-0.460,-0.095
'27:13.806',-0.460,-0.075
'27:13.808',-0.445,-0.060
'27:13.811',-0.440,-0.065
'27:13.814',-0.425,-0.075
'27:13.817',-0.440,-0.080
'27:13.819',-0.450,-0.080
'27:13.822',-0.450,-0.075
'27:13.825',-0.450,-0.060
'27:13.828',-0.425,-0.070
'27:13.831',-0.425,-0.070
'27:13.833',-0.440,-0.080
'27:13.836',-0.445,-0.070
'27:13.839',-0.430,-0.080
'27:13.842',-0.435,-0.060
'27:13.844',-0.425,-0.060
'27:13.847',-0.430,-0.070
'27:13.850',-0.430,-0.085
'27:13.853',-0.445,-0.090
'27:13.856',-0.445,-0.070
'27:13.858',-0.440,-0.065
'27:13.861',-0.425,-0.055
'27:13.864',-0.425,-0.065
'27:13.867',-0.430,-0.070
'27:13.869',-0.425,-0.065
'27:13.872',-0.425,-0.055
'27:13.875',-0.420,-0.030
'27:13.878',-0.405,-0.025
'27:13.881',-0.400,-0.025
'27:13.883',-0.405,-0.040
'27:13.886',-0.410,-0.030
'27:13.889',-0.395,-0.025
'27:13.892',-0.390,-0.005
'27:13.894',-0.370,-0.015
'27:13.897',-0.365,-0.025
'27:13.900',-0.380,-0.025
'27:13.903',-0.390,-0.020
'27:13.906',-0.385,-0.030
'27:13.908',-0.380,-0.005
'27:13.911',-0.365,-0.030
'27:13.914',-0.350,-0.030
'27:13.917',-0.350,-0.040
'27:13.919',-0.330,-0.050
'27:13.922',-0.305,-0.070
'27:13.925',-0.280,-0.065
'27:13.928',-0.265,-0.075
'27:13.931',-0.280,-0.075
'27:13.933',-0.300,-0.085
'27:13.936',-0.325,-0.100
'27:13.939',-0.320,-0.090
'27:13.942',-0.315,-0.085
'27:13.944',-0.320,-0.080
'27:13.947',-0.315,-0.105
'27:13.950',-0.315,-0.090
'27:13.953',-0.325,-0.100
'27:13.956',-0.335,-0.085
'27:13.958',-0.330,-0.090
'27:13.961',-0.330,-0.090
'27:13.964',-0.340,-0.085
'27:13.967',-0.345,-0.095
'27:13.969',-0.370,-0.100
'27:13.972',-0.385,-0.100
'27:13.975',-0.390,-0.085
'27:13.978',-0.405,-0.080
'27:13.981',-0.405,-0.095
'27:13.983',-0.425,-0.095
'27:13.986',-0.435,-0.095
'27:13.989',-0.445,-0.095
'27:13.992',-0.430,-0.075
'27:13.994',-0.420,-0.065
'27:13.997',-0.420,-0.070
'27:14.000',-0.440,-0.085
'27:14.003',-0.450,-0.100
'27:14.006',-0.450,-0.090
'27:14.008',-0.430,-0.080
'27:14.011',-0.435,-0.080
'27:14.014',-0.430,-0.075
'27:14.017',-0.435,-0.090
'27:14.019',-0.440,-0.095
'27:14.022',-0.440,-0.085
'27:14.025',-0.430,-0.065
'27:14.028',-0.420,-0.065
'27:14.031',-0.430,-0.060
'27:14.033',-0.435,-0.060
'27:14.036',-0.435,-0.065
'27:14.039',-0.435,-0.055
'27:14.042',-0.430,-0.035
'27:14.044',-0.425,-0.035
'27:14.047',-0.440,-0.030
'27:14.050',-0.475,-0.060
'27:14.053',-0.515,-0.060
'27:14.056',-0.540,-0.055
'27:14.058',-0.515,-0.040
'27:14.061',-0.435,-0.045
'27:14.064',-0.275,-0.040
'27:14.067',-0.030,-0.050
'27:14.069',0.260,-0.085
'27:14.072',0.645,-0.095
'27:14.075',1.020,-0.115
'27:14.078',1.290,-0.120
'27:14.081',1.330,-0.155
'27:14.083',1.115,-0.170
'27:14.086',0.800,-0.175
'27:14.089',0.485,-0.155
'27:14.092',0.300,-0.115
'27:14.094',0.220,-0.080
'27:14.097',0.155,-0.065
'27:14.100',0.035,-0.075
'27:14.103',-0.095,-0.085
'27:14.106',-0.165,-0.080
'27:14.108',-0.205,-0.080
'27:14.111',-0.250,-0.090
'27:14.114',-0.305,-0.100
'27:14.117',-0.360,-0.095
'27:14.119',-0.400,-0.110
'27:14.122',-0.425,-0.085
'27:14.125',-0.445,-0.070
'27:14.128',-0.455,-0.090
'27:14.131',-0.450,-0.085
'27:14.133',-0.455,-0.110
'27:14.136',-0.465,-0.110
'27:14.139',-0.480,-0.100
'27:14.142',-0.470,-0.095
'27:14.144',-0.470,-0.090
'27:14.147',-0.465,-0.095
'27:14.150',-0.470,-0.105
'27:14.153',-0.495,-0.110
'27:14.156',-0.485,-0.095
'27:14.158',-0.475,-0.095
'27:14.161',-0.475,-0.090
'27:14.164',-0.485,-0.095
'27:14.167',-0.475,-0.080
'27:14.169',-0.495,-0.095
'27:14.172',-0.495,-0.090
'27:14.175',-0.485,-0.065
'27:14.178',-0.475,-0.065
'27:14.181',-0.470,-0.050
'27:14.183',-0.485,-0.060
'27:14.186',-0.490,-0.060
'27:14.189',-0.485,-0.040
'27:14.192',-0.475,-0.030
'27:14.194',-0.485,-0.040
'27:14.197',-0.485,-0.055
'27:14.200',-0.485,-0.050
'27:14.203',-0.490,-0.050
'27:14.206',-0.490,-0.045
'27:14.208',-0.480,-0.040
'27:14.211',-0.460,-0.040
'27:14.214',-0.475,-0.045
'27:14.217',-0.490,-0.075
'27:14.219',-0.500,-0.090
'27:14.222',-0.495,-0.085
'27:14.225',-0.495,-0.090
'27:14.228',-0.490,-0.085
'27:14.231',-0.495,-0.090
'27:14.233',-0.495,-0.100
'27:14.236',-0.495,-0.115
'27:14.239',-0.500,-0.100
'27:14.242',-0.495,-0.090
'27:14.244',-0.480,-0.090
'27:14.247',-0.480,-0.100
'27:14.250',-0.480,-0.120
'27:14.253',-0.480,-0.110
'27:14.256',-0.480,-0.090
'27:14.258',-0.480,-0.090
'27:14.261',-0.460,-0.105
'27:14.264',-0.460,-0.115
'27:14.267',-0.470,-0.105
'27:14.269',-0.480,-0.110
'27:14.272',-0.475,-0.100
'27:14.275',-0.465,-0.090
'27:14.278',-0.455,-0.090
'27:14.281',-0.450,-0.100
'27:14.283',-0.440,-0.105
'27:14.286',-0.455,-0.100
'27:14.289',-0.450,-0.090
'27:14.292',-0.440,-0.090
'27:14.294',-0.420,-0.085
'27:14.297',-0.415,-0.085
'27:14.300',-0.415,-0.100
'27:14.303',-0.415,-0.105
'27:14.306',-0.405,-0.090
'27:14.308',-0.385,-0.095
'27:14.311',-0.380,-0.090
'27:14.314',-0.360,-0.090
'27:14.317',-0.365,-0.095
'27:14.319',-0.365,-0.095
'27:14.322',-0.355,-0.080
'27:14.325',-0.330,-0.065
'27:14.328',-0.305,-0.075
'27:14.331',-0.295,-0.075
'27:14.333',-0.295,-0.075
'27:14.336',-0.295,-0.075
'27:14.339',-0.270,-0.055
'27:14.342',-0.265,-0.055
'27:14.344',-0.245,-0.045
'27:14.347',-0.235,-0.065
'27:14.350',-0.230,-0.080
'27:14.353',-0.235,-0.075
'27:14.356',-0.205,-0.065
'27:14.358',-0.185,-0.050
'27:14.361',-0.180,-0.065
'27:14.364',-0.160,-0.075
'27:14.367',-0.160,-0.090
'27:14.369',-0.165,-0.110
'27:14.372',-0.160,-0.105
'27:14.375',-0.140,-0.110
'27:14.378',-0.135,-0.120
'27:14.381',-0.135,-0.125
'27:14.383',-0.135,-0.130
'27:14.386',-0.145,-0.125
'27:14.389',-0.145,-0.120
'27:14.392',-0.130,-0.100
'27:14.394',-0.130,-0.120
'27:14.397',-0.125,-0.130
'27:14.400',-0.135,-0.130
'27:14.403',-0.165,-0.140
'27:14.406',-0.175,-0.125
'27:14.408',-0.185,-0.120
'27:14.411',-0.180,-0.125
'27:14.414',-0.200,-0.120
'27:14.417',-0.220,-0.140
'27:14.419',-0.240,-0.130
'27:14.422',-0.255,-0.125
'27:14.425',-0.260,-0.105
'27:14.428',-0.265,-0.130
'27:14.431',-0.285,-0.115
'27:14.433',-0.305,-0.125
'27:14.436',-0.335,-0.125
'27:14.439',-0.335,-0.110
'27:14.442',-0.335,-0.095
'27:14.444',-0.335,-0.105
'27:14.447',-0.345,-0.105
'27:14.450',-0.360,-0.115
'27:14.453',-0.385,-0.120
'27:14.456',-0.390,-0.120
'27:14.458',-0.380,-0.100
'27:14.461',-0.375,-0.100
'27:14.464',-0.380,-0.100
'27:14.467',-0.395,-0.115
'27:14.469',-0.410,-0.105
'27:14.472',-0.410,-0.100
'27:14.475',-0.405,-0.075
'27:14.478',-0.405,-0.070
'27:14.481',-0.410,-0.085
'27:14.483',-0.415,-0.085
'27:14.486',-0.430,-0.080
'27:14.489',-0.420,-0.070
'27:14.492',-0.415,-0.055
'27:14.494',-0.415,-0.055
'27:14.497',-0.415,-0.070
'27:14.500',-0.430,-0.070
'27:14.503',-0.440,-0.070
'27:14.506',-0.440,-0.065
'27:14.508',-0.440,-0.055
'27:14.511',-0.415,-0.060
'27:14.514',-0.425,-0.060
'27:14.517',-0.430,-0.075
'27:14.519',-0.440,-0.080
'27:14.522',-0.440,-0.085
'27:14.525',-0.430,-0.080
'27:14.528',-0.425,-0.100
'27:14.531',-0.440,-0.105
'27:14.533',-0.445,-0.120
'27:14.536',-0.465,-0.130
'27:14.539',-0.455,-0.110
'27:14.542',-0.440,-0.105
'27:14.544',-0.435,-0.115
'27:14.547',-0.435,-0.110
'27:14.550',-0.435,-0.130
'27:14.553',-0.460,-0.130
'27:14.556',-0.445,-0.120
'27:14.558',-0.440,-0.105
'27:14.561',-0.415,-0.110
'27:14.564',-0.430,-0.110
'27:14.567',-0.425,-0.120
'27:14.569',-0.435,-0.135
'27:14.572',-0.440,-0.120
'27:14.575',-0.430,-0.100
'27:14.578',-0.410,-0.110
'27:14.581',-0.420,-0.110
'27:14.583',-0.430,-0.125
'27:14.586',-0.425,-0.125
'27:14.589',-0.420,-0.115
'27:14.592',-0.415,-0.115
'27:14.594',-0.405,-0.110
'27:14.597',-0.410,-0.125
'27:14.600',-0.420,-0.130
'27:14.603',-0.435,-0.130
'27:14.606',-0.420,-0.110
'27:14.608',-0.415,-0.100
'27:14.611',-0.405,-0.100
'27:14.614',-0.410,-0.105
'27:14.617',-0.405,-0.125
'27:14.619',-0.425,-0.115
'27:14.622',-0.420,-0.105
'27:14.625',-0.415,-0.095
'27:14.628',-0.405,-0.080
'27:14.631',-0.410,-0.090
'27:14.633',-0.410,-0.095
'27:14.636',-0.420,-0.095
'27:14.639',-0.415,-0.085
'27:14.642',-0.410,-0.075
'27:14.644',-0.405,-0.080
'27:14.647',-0.405,-0.075
'27:14.650',-0.405,-0.090
'27:14.653',-0.425,-0.075
'27:14.656',-0.410,-0.070
'27:14.658',-0.405,-0.060
'27:14.661',-0.400,-0.070
'27:14.664',-0.410,-0.080
'27:14.667',-0.405,-0.090
'27:14.669',-0.425,-0.085
'27:14.672',-0.425,-0.070
'27:14.675',-0.410,-0.070
'27:14.678',-0.400,-0.065
'27:14.681',-0.410,-0.085
'27:14.683',-0.410,-0.100
'27:14.686',-0.435,-0.120
'27:14.689',-0.430,-0.120
'27:14.692',-0.420,-0.110
'27:14.694',-0.405,-0.120
'27:14.697',-0.420,-0.125
'27:14.700',-0.420,-0.130
'27:14.703',-0.420,-0.140
'27:14.706',-0.405,-0.140
'27:14.708',-0.410,-0.130
'27:14.711',-0.410,-0.130
'27:14.714',-0.415,-0.140
'27:14.717',-0.420,-0.145
'27:14.719',-0.430,-0.140
'27:14.722',-0.425,-0.135
'27:14.725',-0.405,-0.125
'27:14.728',-0.395,-0.125
'27:14.731',-0.395,-0.135
'27:14.733',-0.405,-0.145
'27:14.736',-0.420,-0.150
'27:14.739',-0.425,-0.145
'27:14.742',-0.425,-0.120
'27:14.744',-0.400,-0.130
'27:14.747',-0.405,-0.130
'27:14.750',-0.420,-0.135
'27:14.753',-0.425,-0.145
'27:14.756',-0.430,-0.140
'27:14.758',-0.410,-0.120
'27:14.761',-0.400,-0.125
'27:14.764',-0.405,-0.130
'27:14.767',-0.405,-0.130
'27:14.769',-0.420,-0.135
'27:14.772',-0.410,-0.120
'27:14.775',-0.400,-0.110
'27:14.778',-0.405,-0.105
'27:14.781',-0.405,-0.110
'27:14.783',-0.420,-0.130
'27:14.786',-0.425,-0.135
'27:14.789',-0.420,-0.120
'27:14.792',-0.405,-0.105
'27:14.794',-0.390,-0.095
'27:14.797',-0.405,-0.090
'27:14.800',-0.405,-0.100
'27:14.803',-0.410,-0.105
'27:14.806',-0.410,-0.100
'27:14.808',-0.395,-0.080
'27:14.811',-0.400,-0.075
'27:14.814',-0.395,-0.080
'27:14.817',-0.405,-0.090
'27:14.819',-0.420,-0.080
'27:14.822',-0.415,-0.080
'27:14.825',-0.395,-0.075
'27:14.828',-0.395,-0.070
'27:14.831',-0.395,-0.070
'27:14.833',-0.405,-0.090
'27:14.836',-0.420,-0.090
'27:14.839',-0.410,-0.085
'27:14.842',-0.405,-0.085
'27:14.844',-0.400,-0.090
'27:14.847',-0.395,-0.115
'27:14.850',-0.405,-0.125
'27:14.853',-0.420,-0.145
'27:14.856',-0.400,-0.135
'27:14.858',-0.400,-0.135
'27:14.861',-0.390,-0.135
'27:14.864',-0.400,-0.120
'27:14.867',-0.405,-0.150
'27:14.869',-0.405,-0.135
'27:14.872',-0.390,-0.135
'27:14.875',-0.375,-0.130
'27:14.878',-0.365,-0.140
'27:14.881',-0.370,-0.140
'27:14.883',-0.370,-0.135
'27:14.886',-0.380,-0.135
'27:14.889',-0.360,-0.140
'27:14.892',-0.350,-0.120
'27:14.894',-0.350,-0.125
'27:14.897',-0.345,-0.120
'27:14.900',-0.355,-0.140
'27:14.903',-0.360,-0.150
'27:14.906',-0.350,-0.135
'27:14.908',-0.330,-0.130
'27:14.911',-0.325,-0.125
'27:14.914',-0.315,-0.125
'27:14.917',-0.310,-0.145
'27:14.919',-0.290,-0.135
'27:14.922',-0.260,-0.125
'27:14.925',-0.245,-0.115
'27:14.928',-0.245,-0.115
'27:14.931',-0.265,-0.125
'27:14.933',-0.285,-0.125
'27:14.936',-0.290,-0.140
'27:14.939',-0.295,-0.130
'27:14.942',-0.290,-0.120
'27:14.944',-0.285,-0.125
'27:14.947',-0.290,-0.125
'27:14.950',-0.300,-0.135
'27:14.953',-0.315,-0.120
'27:14.956',-0.320,-0.125
'27:14.958',-0.315,-0.105
'27:14.961',-0.310,-0.095
'27:14.964',-0.320,-0.095
'27:14.967',-0.330,-0.095
'27:14.969',-0.345,-0.115
'27:14.972',-0.360,-0.090
'27:14.975',-0.380,-0.085
'27:14.978',-0.375,-0.095
'27:14.981',-0.385,-0.085
'27:14.983',-0.390,-0.100
'27:14.986',-0.410,-0.105
'27:14.989',-0.405,-0.090
'27:14.992',-0.390,-0.075
'27:14.994',-0.395,-0.095
'27:14.997',-0.390,-0.100
'27:15.000',-0.400,-0.125
'27:15.003',-0.410,-0.150
'27:15.006',-0.415,-0.155
'27:15.008',-0.395,-0.145
'27:15.011',-0.390,-0.135
'27:15.014',-0.405,-0.145
'27:15.017',-0.410,-0.150
'27:15.019',-0.415,-0.155
'27:15.022',-0.415,-0.155
'27:15.025',-0.410,-0.145
'27:15.028',-0.395,-0.145
'27:15.031',-0.395,-0.145
'27:15.033',-0.395,-0.160
'27:15.036',-0.405,-0.160
'27:15.039',-0.405,-0.140
'27:15.042',-0.410,-0.140
'27:15.044',-0.440,-0.135
'27:15.047',-0.470,-0.145
'27:15.050',-0.495,-0.145
'27:15.053',-0.510,-0.150
'27:15.056',-0.475,-0.140
'27:15.058',-0.365,-0.125
'27:15.061',-0.180,-0.130
'27:15.064',0.075,-0.130
'27:15.067',0.370,-0.155
'27:15.069',0.720,-0.160
'27:15.072',1.085,-0.170
'27:15.075',1.330,-0.175
'27:15.078',1.350,-0.195
'27:15.081',1.120,-0.220
'27:15.083',0.800,-0.235
'27:15.086',0.510,-0.215
'27:15.089',0.315,-0.165
'27:15.092',0.240,-0.120
'27:15.094',0.185,-0.090
'27:15.097',0.085,-0.095
'27:15.100',-0.040,-0.095
'27:15.103',-0.130,-0.100
'27:15.106',-0.170,-0.110
'27:15.108',-0.215,-0.095
'27:15.111',-0.260,-0.085
'27:15.114',-0.315,-0.095
'27:15.117',-0.365,-0.095
'27:15.119',-0.395,-0.105
'27:15.122',-0.405,-0.100
'27:15.125',-0.430,-0.090
'27:15.128',-0.410,-0.090
'27:15.131',-0.410,-0.100
'27:15.133',-0.425,-0.105
'27:15.136',-0.445,-0.110
'27:15.139',-0.440,-0.100
'27:15.142',-0.435,-0.095
'27:15.144',-0.430,-0.100
'27:15.147',-0.415,-0.115
'27:15.150',-0.430,-0.135
'27:15.153',-0.445,-0.150
'27:15.156',-0.445,-0.165
'27:15.158',-0.435,-0.160
'27:15.161',-0.425,-0.155
'27:15.164',-0.425,-0.155
'27:15.167',-0.445,-0.160
'27:15.169',-0.445,-0.170
'27:15.172',-0.450,-0.170
'27:15.175',-0.445,-0.155
'27:15.178',-0.420,-0.155
'27:15.181',-0.430,-0.160
'27:15.183',-0.440,-0.175
'27:15.186',-0.445,-0.170
'27:15.189',-0.445,-0.160
'27:15.192',-0.435,-0.150
'27:15.194',-0.425,-0.145
'27:15.197',-0.415,-0.145
'27:15.200',-0.430,-0.160
'27:15.203',-0.440,-0.165
'27:15.206',-0.450,-0.160
'27:15.208',-0.430,-0.125
'27:15.211',-0.420,-0.140
'27:15.214',-0.430,-0.140
'27:15.217',-0.435,-0.165
'27:15.219',-0.435,-0.150
'27:15.222',-0.430,-0.155
'27:15.225',-0.430,-0.140
'27:15.228',-0.420,-0.145
'27:15.231',-0.425,-0.150
'27:15.233',-0.425,-0.145
'27:15.236',-0.430,-0.160
'27:15.239',-0.430,-0.140
'27:15.242',-0.415,-0.140
'27:15.244',-0.400,-0.140
'27:15.247',-0.400,-0.155
'27:15.250',-0.410,-0.170
'27:15.253',-0.425,-0.160
'27:15.256',-0.420,-0.130
'27:15.258',-0.410,-0.125
'27:15.261',-0.395,-0.130
'27:15.264',-0.405,-0.120
'27:15.267',-0.410,-0.130
'27:15.269',-0.415,-0.130
'27:15.272',-0.410,-0.125
'27:15.275',-0.395,-0.095
'27:15.278',-0.390,-0.105
'27:15.281',-0.400,-0.110
'27:15.283',-0.405,-0.120
'27:15.286',-0.405,-0.120
'27:15.289',-0.405,-0.115
'27:15.292',-0.385,-0.100
'27:15.294',-0.365,-0.100
'27:15.297',-0.370,-0.115
'27:15.300',-0.365,-0.115
'27:15.303',-0.380,-0.125
'27:15.306',-0.365,-0.125
'27:15.308',-0.350,-0.125
'27:15.311',-0.345,-0.130
'27:15.314',-0.335,-0.155
'27:15.317',-0.345,-0.175
'27:15.319',-0.340,-0.180
'27:15.322',-0.330,-0.160
'27:15.325',-0.315,-0.155
'27:15.328',-0.305,-0.160
'27:15.331',-0.290,-0.165
'27:15.333',-0.280,-0.165
'27:15.336',-0.275,-0.180
'27:15.339',-0.265,-0.165
'27:15.342',-0.240,-0.160
'27:15.344',-0.240,-0.155
'27:15.347',-0.215,-0.165
'27:15.350',-0.215,-0.165
'27:15.353',-0.215,-0.170
'27:15.356',-0.185,-0.160
'27:15.358',-0.180,-0.150
'27:15.361',-0.165,-0.160
'27:15.364',-0.160,-0.160
'27:15.367',-0.150,-0.165
'27:15.369',-0.150,-0.185
'27:15.372',-0.135,-0.165
'27:15.375',-0.115,-0.150
'27:15.378',-0.100,-0.155
'27:15.381',-0.090,-0.155
'27:15.383',-0.090,-0.170
'27:15.386',-0.095,-0.165
'27:15.389',-0.085,-0.155
'27:15.392',-0.065,-0.160
'27:15.394',-0.055,-0.155
'27:15.397',-0.050,-0.160
'27:15.400',-0.065,-0.165
'27:15.403',-0.085,-0.165
'27:15.406',-0.065,-0.170
'27:15.408',-0.075,-0.160
'27:15.411',-0.055,-0.160
'27:15.414',-0.070,-0.160
'27:15.417',-0.075,-0.165
'27:15.419',-0.085,-0.175
'27:15.422',-0.095,-0.140
'27:15.425',-0.105,-0.145
'27:15.428',-0.110,-0.130
'27:15.431',-0.125,-0.140
'27:15.433',-0.150,-0.135
'27:15.436',-0.175,-0.130
'27:15.439',-0.180,-0.130
'27:15.442',-0.190,-0.120
'27:15.444',-0.190,-0.125
'27:15.447',-0.210,-0.120
'27:15.450',-0.225,-0.125
'27:15.453',-0.250,-0.130
'27:15.456',-0.255,-0.120
'27:15.458',-0.250,-0.110
'27:15.461',-0.250,-0.105
'27:15.464',-0.270,-0.115
'27:15.467',-0.270,-0.125
'27:15.469',-0.295,-0.130
'27:15.472',-0.300,-0.125
'27:15.475',-0.305,-0.125
'27:15.478',-0.290,-0.135
'27:15.481',-0.305,-0.150
'27:15.483',-0.320,-0.165
'27:15.486',-0.330,-0.165
'27:15.489',-0.320,-0.160
'27:15.492',-0.310,-0.155
'27:15.494',-0.305,-0.155
'27:15.497',-0.305,-0.160
'27:15.500',-0.315,-0.165
'27:15.503',-0.335,-0.170
'27:15.506',-0.340,-0.160
'27:15.508',-0.335,-0.145
'27:15.511',-0.320,-0.165
'27:15.514',-0.330,-0.165
'27:15.517',-0.335,-0.165
'27:15.519',-0.340,-0.175
'27:15.522',-0.345,-0.150
'27:15.525',-0.345,-0.155
'27:15.528',-0.340,-0.150
'27:15.531',-0.330,-0.155
'27:15.533',-0.345,-0.165
'27:15.536',-0.345,-0.165
'27:15.539',-0.355,-0.155
'27:15.542',-0.340,-0.140
'27:15.544',-0.335,-0.145
'27:15.547',-0.335,-0.140
'27:15.550',-0.345,-0.150
'27:15.553',-0.350,-0.150
'27:15.556',-0.345,-0.145
'27:15.558',-0.340,-0.140
'27:15.561',-0.335,-0.130
'27:15.564',-0.340,-0.145
