'Elapsed time','MLII','V1'
'9:45.531',-0.165,-0.120
'9:45.533',-0.145,-0.100
'9:45.536',-0.160,-0.105
'9:45.539',-0.175,-0.120
'9:45.542',-0.195,-0.125
'9:45.544',-0.210,-0.125
'9:45.547',-0.200,-0.120
'9:45.550',-0.195,-0.105
'9:45.553',-0.205,-0.120
'9:45.556',-0.215,-0.135
'9:45.558',-0.225,-0.135
'9:45.561',-0.225,-0.140
'9:45.564',-0.225,-0.125
'9:45.567',-0.210,-0.120
'9:45.569',-0.235,-0.115
'9:45.572',-0.255,-0.130
'9:45.575',-0.260,-0.130
'9:45.578',-0.250,-0.130
'9:45.581',-0.280,-0.115
'9:45.583',-0.290,-0.110
'9:45.586',-0.305,-0.115
'9:45.589',-0.320,-0.130
'9:45.592',-0.325,-0.140
'9:45.594',-0.335,-0.140
'9:45.597',-0.340,-0.120
'9:45.600',-0.340,-0.110
'9:45.603',-0.340,-0.105
'9:45.606',-0.335,-0.125
'9:45.608',-0.345,-0.125
'9:45.611',-0.350,-0.110
'9:45.614',-0.350,-0.100
'9:45.617',-0.350,-0.095
'9:45.619',-0.345,-0.105
'9:45.622',-0.355,-0.110
'9:45.625',-0.370,-0.120
'9:45.628',-0.370,-0.110
'9:45.631',-0.365,-0.105
'9:45.633',-0.350,-0.100
'9:45.636',-0.355,-0.100
'9:45.639',-0.365,-0.105
'9:45.642',-0.360,-0.120
'9:45.644',-0.375,-0.115
'9:45.647',-0.370,-0.115
'9:45.650',-0.360,-0.095
'9:45.653',-0.380,-0.110
'9:45.656',-0.415,-0.130
'9:45.658',-0.455,-0.130
'9:45.661',-0.495,-0.125
'9:45.664',-0.465,-0.115
'9:45.667',-0.410,-0.125
'9:45.669',-0.265,-0.120
'9:45.672',-0.050,-0.125
'9:45.675',0.185,-0.135
'9:45.678',0.460,-0.140
'9:45.681',0.815,-0.155
'9:45.683',1.140,-0.160
'9:45.686',1.315,-0.185
'9:45.689',1.295,-0.235
'9:45.692',1.060,-0.255
'9:45.694',0.790,-0.250
'9:45.697',0.560,-0.210
'9:45.700',0.410,-0.180
'9:45.703',0.290,-0.135
'9:45.706',0.205,-0.110
'9:45.708',0.110,-0.105
'9:45.711',-0.015,-0.100
'9:45.714',-0.080,-0.105
'9:45.717',-0.120,-0.110
'9:45.719',-0.155,-0.105
'9:45.722',-0.225,-0.115
'9:45.725',-0.260,-0.130
'9:45.728',-0.310,-0.120
'9:45.731',-0.330,-0.105
'9:45.733',-0.365,-0.100
'9:45.736',-0.390,-0.110
'9:45.739',-0.415,-0.120
'9:45.742',-0.425,-0.135
'9:45.744',-0.430,-0.135
'9:45.747',-0.430,-0.110
'9:45.750',-0.425,-0.115
'9:45.753',-0.440,-0.105
'9:45.756',-0.440,-0.125
'9:45.758',-0.445,-0.125
'9:45.761',-0.465,-0.115
'9:45.764',-0.440,-0.095
'9:45.767',-0.445,-0.095
'9:45.769',-0.440,-0.090
'9:45.772',-0.460,-0.110
'9:45.775',-0.460,-0.105
'9:45.778',-0.460,-0.110
'9:45.781',-0.455,-0.100
'9:45.783',-0.435,-0.090
'9:45.786',-0.440,-0.095
'9:45.789',-0.450,-0.100
'9:45.792',-0.450,-0.105
'9:45.794',-0.465,-0.115
'9:45.797',-0.445,-0.090
'9:45.800',-0.445,-0.085
'9:45.803',-0.440,-0.085
'9:45.806',-0.455,-0.105
'9:45.808',-0.455,-0.110
'9:45.811',-0.460,-0.110
'9:45.814',-0.450,-0.115
'9:45.817',-0.450,-0.115
'9:45.819',-0.440,-0.115
'9:45.822',-0.445,-0.115
'9:45.825',-0.450,-0.135
'9:45.828',-0.465,-0.140
'9:45.831',-0.465,-0.120
'9:45.833',-0.450,-0.120
'9:45.836',-0.445,-0.120
'9:45.839',-0.445,-0.130
'9:45.842',-0.460,-0.140
'9:45.844',-0.465,-0.140
'9:45.847',-0.455,-0.125
'9:45.850',-0.440,-0.120
'9:45.853',-0.455,-0.125
'9:45.856',-0.455,-0.120
'9:45.858',-0.455,-0.145
'9:45.861',-0.465,-0.140
'9:45.864',-0.450,-0.125
'9:45.867',-0.455,-0.115
'9:45.869',-0.455,-0.110
'9:45.872',-0.465,-0.125
'9:45.875',-0.460,-0.135
'9:45.878',-0.465,-0.125
'9:45.881',-0.455,-0.110
'9:45.883',-0.435,-0.110
'9:45.886',-0.430,-0.110
'9:45.889',-0.430,-0.125
'9:45.892',-0.455,-0.120
'9:45.894',-0.450,-0.130
'9:45.897',-0.450,-0.110
'9:45.900',-0.445,-0.115
'9:45.903',-0.430,-0.100
'9:45.906',-0.430,-0.120
'9:45.908',-0.425,-0.135
'9:45.911',-0.425,-0.130
'9:45.914',-0.410,-0.105
'9:45.917',-0.410,-0.105
'9:45.919',-0.395,-0.105
'9:45.922',-0.410,-0.115
'9:45.925',-0.390,-0.115
'9:45.928',-0.390,-0.110
'9:45.931',-0.385,-0.105
'9:45.933',-0.360,-0.095
'9:45.936',-0.365,-0.095
'9:45.939',-0.360,-0.110
'9:45.942',-0.355,-0.115
'9:45.944',-0.355,-0.105
'9:45.947',-0.325,-0.100
'9:45.950',-0.325,-0.095
'9:45.953',-0.305,-0.110
'9:45.956',-0.310,-0.105
'9:45.958',-0.290,-0.120
'9:45.961',-0.270,-0.120
'9:45.964',-0.255,-0.105
'9:45.967',-0.235,-0.110
'9:45.969',-0.225,-0.115
'9:45.972',-0.220,-0.120
'9:45.975',-0.215,-0.140
'9:45.978',-0.210,-0.145
'9:45.981',-0.190,-0.135
'9:45.983',-0.160,-0.120
'9:45.986',-0.155,-0.140
'9:45.989',-0.145,-0.135
'9:45.992',-0.145,-0.155
'9:45.994',-0.140,-0.145
'9:45.997',-0.120,-0.140
'9:46.000',-0.110,-0.135
'9:46.003',-0.105,-0.135
'9:46.006',-0.100,-0.150
'9:46.008',-0.105,-0.165
'9:46.011',-0.105,-0.145
'9:46.014',-0.085,-0.135
'9:46.017',-0.080,-0.145
'9:46.019',-0.095,-0.130
'9:46.022',-0.095,-0.145
'9:46.025',-0.100,-0.155
'9:46.028',-0.125,-0.150
'9:46.031',-0.130,-0.140
'9:46.033',-0.130,-0.135
'9:46.036',-0.130,-0.145
'9:46.039',-0.150,-0.130
'9:46.042',-0.165,-0.145
'9:46.044',-0.190,-0.135
'9:46.047',-0.195,-0.135
'9:46.050',-0.200,-0.115
'9:46.053',-0.215,-0.125
'9:46.056',-0.235,-0.135
'9:46.058',-0.250,-0.140
'9:46.061',-0.270,-0.120
'9:46.064',-0.280,-0.110
'9:46.067',-0.290,-0.120
'9:46.069',-0.295,-0.115
'9:46.072',-0.310,-0.110
'9:46.075',-0.320,-0.120
'9:46.078',-0.330,-0.095
'9:46.081',-0.330,-0.095
'9:46.083',-0.315,-0.100
'9:46.086',-0.315,-0.090
'9:46.089',-0.330,-0.100
'9:46.092',-0.340,-0.105
'9:46.094',-0.350,-0.095
'9:46.097',-0.340,-0.085
'9:46.100',-0.360,-0.085
'9:46.103',-0.350,-0.090
'9:46.106',-0.360,-0.095
'9:46.108',-0.360,-0.100
'9:46.111',-0.370,-0.110
'9:46.114',-0.365,-0.095
'9:46.117',-0.365,-0.090
'9:46.119',-0.365,-0.090
'9:46.122',-0.360,-0.100
'9:46.125',-0.365,-0.120
'9:46.128',-0.380,-0.110
'9:46.131',-0.365,-0.110
'9:46.133',-0.360,-0.105
'9:46.136',-0.365,-0.110
'9:46.139',-0.370,-0.120
'9:46.142',-0.375,-0.140
'9:46.144',-0.380,-0.125
'9:46.147',-0.375,-0.115
'9:46.150',-0.370,-0.110
'9:46.153',-0.370,-0.115
'9:46.156',-0.375,-0.130
'9:46.158',-0.380,-0.135
'9:46.161',-0.390,-0.125
'9:46.164',-0.370,-0.125
'9:46.167',-0.380,-0.110
'9:46.169',-0.370,-0.115
'9:46.172',-0.365,-0.130
'9:46.175',-0.370,-0.125
'9:46.178',-0.370,-0.135
'9:46.181',-0.365,-0.125
'9:46.183',-0.350,-0.105
'9:46.186',-0.355,-0.100
'9:46.189',-0.360,-0.120
'9:46.192',-0.370,-0.125
'9:46.194',-0.370,-0.120
'9:46.197',-0.355,-0.115
'9:46.200',-0.350,-0.115
'9:46.203',-0.340,-0.110
'9:46.206',-0.345,-0.125
'9:46.208',-0.345,-0.130
'9:46.211',-0.360,-0.115
'9:46.214',-0.345,-0.100
'9:46.217',-0.345,-0.100
'9:46.219',-0.335,-0.100
'9:46.222',-0.335,-0.110
'9:46.225',-0.345,-0.135
'9:46.228',-0.355,-0.120
'9:46.231',-0.340,-0.105
'9:46.233',-0.330,-0.095
'9:46.236',-0.325,-0.090
'9:46.239',-0.325,-0.110
'9:46.242',-0.330,-0.110
'9:46.244',-0.345,-0.110
'9:46.247',-0.335,-0.090
'9:46.250',-0.335,-0.100
'9:46.253',-0.315,-0.090
'9:46.256',-0.325,-0.105
'9:46.258',-0.345,-0.115
'9:46.261',-0.335,-0.100
'9:46.264',-0.330,-0.105
'9:46.267',-0.335,-0.095
'9:46.269',-0.330,-0.100
'9:46.272',-0.330,-0.110
'9:46.275',-0.335,-0.115
'9:46.278',-0.345,-0.120
'9:46.281',-0.325,-0.110
'9:46.283',-0.330,-0.115
'9:46.286',-0.335,-0.120
'9:46.289',-0.335,-0.135
'9:46.292',-0.345,-0.145
'9:46.294',-0.345,-0.130
'9:46.297',-0.350,-0.135
'9:46.300',-0.325,-0.125
'9:46.303',-0.325,-0.120
'9:46.306',-0.330,-0.145
'9:46.308',-0.340,-0.150
'9:46.311',-0.345,-0.145
'9:46.314',-0.335,-0.130
'9:46.317',-0.330,-0.125
'9:46.319',-0.330,-0.125
'9:46.322',-0.330,-0.150
'9:46.325',-0.340,-0.150
'9:46.328',-0.350,-0.145
'9:46.331',-0.345,-0.125
'9:46.333',-0.340,-0.130
'9:46.336',-0.330,-0.125
'9:46.339',-0.340,-0.135
'9:46.342',-0.340,-0.145
'9:46.344',-0.340,-0.150
'9:46.347',-0.340,-0.140
'9:46.350',-0.335,-0.125
'9:46.353',-0.340,-0.110
'9:46.356',-0.345,-0.130
'9:46.358',-0.350,-0.135
'9:46.361',-0.350,-0.135
'9:46.364',-0.345,-0.125
'9:46.367',-0.340,-0.120
'9:46.369',-0.340,-0.110
'9:46.372',-0.335,-0.125
'9:46.375',-0.350,-0.140
'9:46.378',-0.360,-0.140
'9:46.381',-0.340,-0.125
'9:46.383',-0.330,-0.115
'9:46.386',-0.340,-0.120
'9:46.389',-0.340,-0.120
'9:46.392',-0.340,-0.135
'9:46.394',-0.345,-0.120
'9:46.397',-0.340,-0.105
'9:46.400',-0.335,-0.095
'9:46.403',-0.330,-0.110
'9:46.406',-0.335,-0.115
'9:46.408',-0.350,-0.115
'9:46.411',-0.345,-0.115
'9:46.414',-0.355,-0.105
'9:46.417',-0.335,-0.095
'9:46.419',-0.340,-0.100
'9:46.422',-0.320,-0.115
'9:46.425',-0.340,-0.120
'9:46.428',-0.340,-0.105
'9:46.431',-0.330,-0.110
'9:46.433',-0.325,-0.100
'9:46.436',-0.335,-0.110
'9:46.439',-0.340,-0.120
'9:46.442',-0.345,-0.125
'9:46.444',-0.345,-0.140
'9:46.447',-0.345,-0.120
'9:46.450',-0.330,-0.120
'9:46.453',-0.325,-0.125
'9:46.456',-0.325,-0.135
'9:46.458',-0.340,-0.140
'9:46.461',-0.355,-0.135
'9:46.464',-0.335,-0.130
'9:46.467',-0.325,-0.120
'9:46.469',-0.320,-0.120
'9:46.472',-0.335,-0.130
'9:46.475',-0.345,-0.135
'9:46.478',-0.355,-0.150
'9:46.481',-0.340,-0.125
'9:46.483',-0.320,-0.120
'9:46.486',-0.330,-0.120
'9:46.489',-0.320,-0.135
'9:46.492',-0.330,-0.145
'9:46.494',-0.340,-0.135
'9:46.497',-0.325,-0.120
'9:46.500',-0.320,-0.115
'9:46.503',-0.315,-0.115
'9:46.506',-0.330,-0.135
'9:46.508',-0.335,-0.140
'9:46.511',-0.345,-0.130
'9:46.514',-0.335,-0.130
'9:46.517',-0.330,-0.125
'9:46.519',-0.325,-0.125
'9:46.522',-0.330,-0.130
'9:46.525',-0.335,-0.140
'9:46.528',-0.350,-0.135
'9:46.531',-0.335,-0.120
'9:46.533',-0.320,-0.110
'9:46.536',-0.315,-0.125
'9:46.539',-0.330,-0.130
'9:46.542',-0.330,-0.130
'9:46.544',-0.335,-0.125
'9:46.547',-0.330,-0.110
'9:46.550',-0.315,-0.100
'9:46.553',-0.305,-0.105
'9:46.556',-0.315,-0.110
'9:46.558',-0.320,-0.115
'9:46.561',-0.325,-0.115
'9:46.564',-0.305,-0.100
'9:46.567',-0.305,-0.090
'9:46.569',-0.285,-0.095
'9:46.572',-0.280,-0.105
'9:46.575',-0.280,-0.120
'9:46.578',-0.290,-0.105
'9:46.581',-0.270,-0.095
'9:46.583',-0.265,-0.095
'9:46.586',-0.255,-0.090
'9:46.589',-0.260,-0.095
'9:46.592',-0.260,-0.115
'9:46.594',-0.265,-0.115
'9:46.597',-0.250,-0.105
'9:46.600',-0.245,-0.105
'9:46.603',-0.215,-0.115
'9:46.606',-0.215,-0.130
'9:46.608',-0.195,-0.130
'9:46.611',-0.185,-0.130
'9:46.614',-0.165,-0.115
'9:46.617',-0.150,-0.110
'9:46.619',-0.160,-0.115
'9:46.622',-0.180,-0.120
'9:46.625',-0.190,-0.135
'9:46.628',-0.195,-0.145
'9:46.631',-0.200,-0.140
'9:46.633',-0.195,-0.135
'9:46.636',-0.200,-0.135
'9:46.639',-0.195,-0.140
'9:46.642',-0.215,-0.150
'9:46.644',-0.220,-0.135
'9:46.647',-0.215,-0.140
'9:46.650',-0.230,-0.125
'9:46.653',-0.225,-0.130
'9:46.656',-0.230,-0.135
'9:46.658',-0.260,-0.150
'9:46.661',-0.270,-0.140
'9:46.664',-0.280,-0.115
'9:46.667',-0.295,-0.120
'9:46.669',-0.295,-0.125
'9:46.672',-0.300,-0.135
'9:46.675',-0.330,-0.140
'9:46.678',-0.340,-0.140
'9:46.681',-0.335,-0.125
'9:46.683',-0.330,-0.125
'9:46.686',-0.315,-0.120
'9:46.689',-0.320,-0.125
'9:46.692',-0.330,-0.135
'9:46.694',-0.345,-0.125
'9:46.697',-0.330,-0.125
'9:46.700',-0.330,-0.105
'9:46.703',-0.340,-0.115
'9:46.706',-0.340,-0.120
'9:46.708',-0.345,-0.125
'9:46.711',-0.350,-0.135
'9:46.714',-0.350,-0.100
'9:46.717',-0.340,-0.105
'9:46.719',-0.335,-0.090
'9:46.722',-0.335,-0.115
'9:46.725',-0.350,-0.125
'9:46.728',-0.360,-0.120
'9:46.731',-0.355,-0.125
'9:46.733',-0.360,-0.110
'9:46.736',-0.365,-0.105
'9:46.739',-0.400,-0.110
'9:46.742',-0.435,-0.120
'9:46.744',-0.450,-0.125
'9:46.747',-0.470,-0.110
'9:46.750',-0.425,-0.105
'9:46.753',-0.355,-0.120
'9:46.756',-0.195,-0.120
'9:46.758',0.000,-0.130
'9:46.761',0.250,-0.140
'9:46.764',0.570,-0.130
'9:46.767',0.905,-0.150
'9:46.769',1.195,-0.180
'9:46.772',1.305,-0.230
'9:46.775',1.200,-0.255
'9:46.778',0.940,-0.265
'9:46.781',0.685,-0.255
'9:46.783',0.490,-0.210
'9:46.786',0.375,-0.175
'9:46.789',0.295,-0.140
'9:46.792',0.240,-0.110
'9:46.794',0.125,-0.110
'9:46.797',0.015,-0.100
'9:46.800',-0.040,-0.100
'9:46.803',-0.090,-0.115
'9:46.806',-0.160,-0.135
'9:46.808',-0.195,-0.130
'9:46.811',-0.260,-0.130
'9:46.814',-0.300,-0.110
'9:46.817',-0.325,-0.110
'9:46.819',-0.370,-0.125
'9:46.822',-0.385,-0.130
'9:46.825',-0.410,-0.140
'9:46.828',-0.410,-0.120
'9:46.831',-0.400,-0.115
'9:46.833',-0.390,-0.105
'9:46.836',-0.390,-0.105
'9:46.839',-0.415,-0.120
'9:46.842',-0.420,-0.125
'9:46.844',-0.435,-0.125
'9:46.847',-0.430,-0.120
'9:46.850',-0.420,-0.095
'9:46.853',-0.425,-0.095
'9:46.856',-0.420,-0.115
'9:46.858',-0.435,-0.110
'9:46.861',-0.455,-0.115
'9:46.864',-0.445,-0.100
'9:46.867',-0.430,-0.095
'9:46.869',-0.435,-0.095
'9:46.872',-0.425,-0.105
'9:46.875',-0.435,-0.105
'9:46.878',-0.435,-0.105
'9:46.881',-0.430,-0.100
'9:46.883',-0.430,-0.095
'9:46.886',-0.420,-0.095
'9:46.889',-0.440,-0.105
'9:46.892',-0.435,-0.115
'9:46.894',-0.445,-0.125
'9:46.897',-0.445,-0.100
'9:46.900',-0.440,-0.100
'9:46.903',-0.430,-0.105
'9:46.906',-0.440,-0.115
'9:46.908',-0.440,-0.125
'9:46.911',-0.445,-0.125
'9:46.914',-0.445,-0.120
'9:46.917',-0.445,-0.125
'9:46.919',-0.440,-0.130
'9:46.922',-0.435,-0.140
'9:46.925',-0.440,-0.140
'9:46.928',-0.455,-0.140
'9:46.931',-0.440,-0.130
'9:46.933',-0.435,-0.115
'9:46.936',-0.430,-0.130
'9:46.939',-0.430,-0.140
'9:46.942',-0.440,-0.150
'9:46.944',-0.445,-0.140
'9:46.947',-0.455,-0.125
'9:46.950',-0.435,-0.125
'9:46.953',-0.435,-0.125
'9:46.956',-0.430,-0.135
'9:46.958',-0.440,-0.135
'9:46.961',-0.450,-0.135
'9:46.964',-0.445,-0.135
'9:46.967',-0.430,-0.135
'9:46.969',-0.440,-0.130
'9:46.972',-0.435,-0.150
'9:46.975',-0.440,-0.150
'9:46.978',-0.455,-0.150
'9:46.981',-0.445,-0.140
'9:46.983',-0.430,-0.130
'9:46.986',-0.425,-0.140
'9:46.989',-0.420,-0.145
'9:46.992',-0.420,-0.150
'9:46.994',-0.430,-0.145
'9:46.997',-0.420,-0.135
'9:47.000',-0.410,-0.120
'9:47.003',-0.405,-0.130
'9:47.006',-0.405,-0.130
'9:47.008',-0.405,-0.150
'9:47.011',-0.405,-0.135
'9:47.014',-0.385,-0.125
'9:47.017',-0.375,-0.115
'9:47.019',-0.365,-0.110
'9:47.022',-0.355,-0.120
'9:47.025',-0.360,-0.120
'9:47.028',-0.355,-0.110
'9:47.031',-0.350,-0.120
'9:47.033',-0.330,-0.115
'9:47.036',-0.320,-0.105
'9:47.039',-0.320,-0.120
'9:47.042',-0.305,-0.125
'9:47.044',-0.310,-0.120
'9:47.047',-0.285,-0.115
'9:47.050',-0.265,-0.105
'9:47.053',-0.260,-0.115
'9:47.056',-0.245,-0.125
'9:47.058',-0.240,-0.130
'9:47.061',-0.250,-0.125
'9:47.064',-0.230,-0.130
'9:47.067',-0.210,-0.125
'9:47.069',-0.185,-0.135
'9:47.072',-0.180,-0.150
'9:47.075',-0.180,-0.150
'9:47.078',-0.170,-0.150
'9:47.081',-0.170,-0.145
'9:47.083',-0.160,-0.135
'9:47.086',-0.130,-0.145
'9:47.089',-0.130,-0.150
'9:47.092',-0.135,-0.170
'9:47.094',-0.130,-0.160
'9:47.097',-0.135,-0.150
'9:47.100',-0.125,-0.150
'9:47.103',-0.115,-0.145
'9:47.106',-0.115,-0.165
'9:47.108',-0.115,-0.160
'9:47.111',-0.125,-0.155
'9:47.114',-0.130,-0.155
'9:47.117',-0.115,-0.145
'9:47.119',-0.120,-0.150
'9:47.122',-0.135,-0.150
'9:47.125',-0.140,-0.160
'9:47.128',-0.165,-0.150
'9:47.131',-0.185,-0.160
'9:47.133',-0.180,-0.125
'9:47.136',-0.195,-0.135
'9:47.139',-0.205,-0.145
'9:47.142',-0.220,-0.150
'9:47.144',-0.240,-0.145
'9:47.147',-0.240,-0.130
'9:47.150',-0.250,-0.135
'9:47.153',-0.270,-0.125
'9:47.156',-0.270,-0.135
'9:47.158',-0.285,-0.140
'9:47.161',-0.300,-0.135
'9:47.164',-0.310,-0.130
'9:47.167',-0.320,-0.105
'9:47.169',-0.315,-0.120
'9:47.172',-0.330,-0.110
'9:47.175',-0.330,-0.125
'9:47.178',-0.340,-0.125
'9:47.181',-0.345,-0.095
'9:47.183',-0.335,-0.075
'9:47.186',-0.335,-0.100
'9:47.189',-0.330,-0.090
'9:47.192',-0.340,-0.115
'9:47.194',-0.355,-0.110
'9:47.197',-0.350,-0.095
'9:47.200',-0.350,-0.090
'9:47.203',-0.335,-0.100
'9:47.206',-0.350,-0.100
'9:47.208',-0.355,-0.105
'9:47.211',-0.355,-0.110
'9:47.214',-0.360,-0.100
'9:47.217',-0.365,-0.095
'9:47.219',-0.355,-0.090
'9:47.222',-0.350,-0.105
'9:47.225',-0.370,-0.115
'9:47.228',-0.385,-0.105
'9:47.231',-0.380,-0.120
'9:47.233',-0.370,-0.115
'9:47.236',-0.370,-0.135
'9:47.239',-0.360,-0.130
'9:47.242',-0.380,-0.145
'9:47.244',-0.385,-0.145
'9:47.247',-0.380,-0.140
'9:47.250',-0.370,-0.130
'9:47.253',-0.375,-0.145
'9:47.256',-0.380,-0.160
'9:47.258',-0.385,-0.150
'9:47.261',-0.395,-0.140
'9:47.264',-0.385,-0.140
'9:47.267',-0.385,-0.130
'9:47.269',-0.365,-0.135
'9:47.272',-0.375,-0.135
'9:47.275',-0.380,-0.135
'9:47.278',-0.385,-0.140
'9:47.281',-0.380,-0.140
'9:47.283',-0.370,-0.125
'9:47.286',-0.370,-0.135
'9:47.289',-0.370,-0.135
'9:47.292',-0.370,-0.140
'9:47.294',-0.370,-0.130
'9:47.297',-0.365,-0.130
'9:47.300',-0.370,-0.120
'9:47.303',-0.355,-0.135
'9:47.306',-0.355,-0.135
'9:47.308',-0.365,-0.145
'9:47.311',-0.380,-0.135
'9:47.314',-0.375,-0.125
'9:47.317',-0.355,-0.110
'9:47.319',-0.350,-0.125
'9:47.322',-0.355,-0.140
'9:47.325',-0.360,-0.140
'9:47.328',-0.365,-0.145
'9:47.331',-0.360,-0.120
'9:47.333',-0.345,-0.125
'9:47.336',-0.355,-0.105
'9:47.339',-0.355,-0.125
'9:47.342',-0.350,-0.115
'9:47.344',-0.370,-0.120
'9:47.347',-0.360,-0.115
'9:47.350',-0.350,-0.100
'9:47.353',-0.345,-0.115
'9:47.356',-0.360,-0.120
'9:47.358',-0.360,-0.125
'9:47.361',-0.360,-0.115
'9:47.364',-0.355,-0.110
'9:47.367',-0.355,-0.105
'9:47.369',-0.355,-0.100
'9:47.372',-0.350,-0.120
'9:47.375',-0.365,-0.125
'9:47.378',-0.380,-0.135
'9:47.381',-0.370,-0.130
'9:47.383',-0.355,-0.115
'9:47.386',-0.345,-0.125
'9:47.389',-0.360,-0.135
'9:47.392',-0.355,-0.150
'9:47.394',-0.370,-0.150
'9:47.397',-0.355,-0.145
'9:47.400',-0.355,-0.130
'9:47.403',-0.355,-0.135
'9:47.406',-0.355,-0.145
'9:47.408',-0.365,-0.150
'9:47.411',-0.365,-0.150
'9:47.414',-0.375,-0.140
'9:47.417',-0.360,-0.130
'9:47.419',-0.345,-0.140
'9:47.422',-0.350,-0.145
'9:47.425',-0.350,-0.150
'9:47.428',-0.365,-0.145
'9:47.431',-0.345,-0.140
'9:47.433',-0.345,-0.120
'9:47.436',-0.360,-0.135
'9:47.439',-0.365,-0.140
'9:47.442',-0.370,-0.145
'9:47.444',-0.365,-0.135
'9:47.447',-0.360,-0.130
'9:47.450',-0.355,-0.125
'9:47.453',-0.345,-0.130
'9:47.456',-0.355,-0.130
'9:47.458',-0.350,-0.140
'9:47.461',-0.370,-0.135
'9:47.464',-0.365,-0.125
'9:47.467',-0.360,-0.120
'9:47.469',-0.355,-0.130
'9:47.472',-0.350,-0.130
'9:47.475',-0.360,-0.135
'9:47.478',-0.365,-0.140
'9:47.481',-0.355,-0.120
'9:47.483',-0.350,-0.110
'9:47.486',-0.350,-0.115
'9:47.489',-0.350,-0.125
'9:47.492',-0.370,-0.120
'9:47.494',-0.360,-0.130
'9:47.497',-0.355,-0.125
'9:47.500',-0.345,-0.115
'9:47.503',-0.345,-0.110
'9:47.506',-0.350,-0.120
'9:47.508',-0.355,-0.130
'9:47.511',-0.360,-0.125
'9:47.514',-0.350,-0.115
'9:47.517',-0.340,-0.100
'9:47.519',-0.340,-0.100
'9:47.522',-0.360,-0.120
'9:47.525',-0.360,-0.140
'9:47.528',-0.370,-0.145
'9:47.531',-0.365,-0.125
'9:47.533',-0.345,-0.125
'9:47.536',-0.335,-0.125
'9:47.539',-0.350,-0.130
'9:47.542',-0.355,-0.145
'9:47.544',-0.355,-0.145
'9:47.547',-0.360,-0.125
'9:47.550',-0.355,-0.120
'9:47.553',-0.350,-0.130
'9:47.556',-0.345,-0.140
'9:47.558',-0.350,-0.135
'9:47.561',-0.360,-0.145
'9:47.564',-0.350,-0.130
'9:47.567',-0.330,-0.115
'9:47.569',-0.325,-0.125
'9:47.572',-0.335,-0.130
'9:47.575',-0.335,-0.140
'9:47.578',-0.350,-0.150
'9:47.581',-0.340,-0.130
'9:47.583',-0.335,-0.115
'9:47.586',-0.320,-0.140
'9:47.589',-0.335,-0.125
'9:47.592',-0.330,-0.135
'9:47.594',-0.345,-0.135
'9:47.597',-0.345,-0.115
'9:47.600',-0.345,-0.120
'9:47.603',-0.340,-0.125
'9:47.606',-0.345,-0.120
'9:47.608',-0.335,-0.130
'9:47.611',-0.335,-0.130
'9:47.614',-0.335,-0.120
'9:47.617',-0.330,-0.110
'9:47.619',-0.320,-0.110
'9:47.622',-0.325,-0.115
'9:47.625',-0.330,-0.120
'9:47.628',-0.335,-0.120
'9:47.631',-0.335,-0.110
'9:47.633',-0.310,-0.095
'9:47.636',-0.310,-0.105
'9:47.639',-0.310,-0.100
'9:47.642',-0.305,-0.110
'9:47.644',-0.310,-0.105
'9:47.647',-0.295,-0.095
'9:47.650',-0.270,-0.090
'9:47.653',-0.275,-0.095
'9:47.656',-0.275,-0.105
'9:47.658',-0.275,-0.105
'9:47.661',-0.290,-0.110
'9:47.664',-0.285,-0.100
'9:47.667',-0.275,-0.090
'9:47.669',-0.270,-0.110
'9:47.672',-0.255,-0.120
'9:47.675',-0.240,-0.125
'9:47.678',-0.225,-0.130
'9:47.681',-0.205,-0.120
'9:47.683',-0.170,-0.110
'9:47.686',-0.165,-0.125
'9:47.689',-0.165,-0.135
'9:47.692',-0.185,-0.140
'9:47.694',-0.200,-0.150
'9:47.697',-0.200,-0.145
'9:47.700',-0.200,-0.125
'9:47.703',-0.195,-0.135
'9:47.706',-0.215,-0.140
'9:47.708',-0.205,-0.155
'9:47.711',-0.235,-0.155
'9:47.714',-0.245,-0.150
'9:47.717',-0.230,-0.135
'9:47.719',-0.235,-0.150
'9:47.722',-0.225,-0.150
'9:47.725',-0.235,-0.170
'9:47.728',-0.265,-0.155
'9:47.731',-0.270,-0.135
'9:47.733',-0.280,-0.130
'9:47.736',-0.295,-0.145
'9:47.739',-0.315,-0.165
'9:47.742',-0.325,-0.155
'9:47.744',-0.335,-0.155
'9:47.747',-0.350,-0.135
'9:47.750',-0.330,-0.125
'9:47.753',-0.335,-0.135
'9:47.756',-0.330,-0.135
'9:47.758',-0.335,-0.140
'9:47.761',-0.340,-0.145
'9:47.764',-0.345,-0.130
'9:47.767',-0.335,-0.115
'9:47.769',-0.340,-0.125
'9:47.772',-0.345,-0.130
'9:47.775',-0.350,-0.125
'9:47.778',-0.355,-0.130
'9:47.781',-0.350,-0.125
'9:47.783',-0.335,-0.115
'9:47.786',-0.335,-0.120
'9:47.789',-0.340,-0.120
'9:47.792',-0.345,-0.110
'9:47.794',-0.360,-0.120
'9:47.797',-0.350,-0.110
'9:47.800',-0.350,-0.110
'9:47.803',-0.355,-0.105
'9:47.806',-0.390,-0.115
'9:47.808',-0.430,-0.115
'9:47.811',-0.450,-0.110
'9:47.814',-0.425,-0.100
'9:47.817',-0.315,-0.100
