'Elapsed time','MLII','V1'
'21:35.011',-0.655,0.060
'21:35.014',-0.655,0.060
'21:35.017',-0.670,0.060
'21:35.019',-0.665,0.070
'21:35.022',-0.655,0.085
'21:35.025',-0.660,0.080
'21:35.028',-0.655,0.085
'21:35.031',-0.665,0.075
'21:35.033',-0.675,0.080
'21:35.036',-0.680,0.095
'21:35.039',-0.665,0.110
'21:35.042',-0.665,0.115
'21:35.044',-0.675,0.100
'21:35.047',-0.670,0.100
'21:35.050',-0.680,0.105
'21:35.053',-0.675,0.115
'21:35.056',-0.665,0.130
'21:35.058',-0.655,0.125
'21:35.061',-0.645,0.110
'21:35.064',-0.650,0.100
'21:35.067',-0.645,0.105
'21:35.069',-0.640,0.115
'21:35.072',-0.620,0.110
'21:35.075',-0.590,0.120
'21:35.078',-0.605,0.110
'21:35.081',-0.600,0.100
'21:35.083',-0.600,0.095
'21:35.086',-0.580,0.110
'21:35.089',-0.565,0.115
'21:35.092',-0.540,0.105
'21:35.094',-0.545,0.095
'21:35.097',-0.525,0.080
'21:35.100',-0.510,0.080
'21:35.103',-0.495,0.090
'21:35.106',-0.475,0.100
'21:35.108',-0.450,0.085
'21:35.111',-0.435,0.075
'21:35.114',-0.435,0.060
'21:35.117',-0.420,0.050
'21:35.119',-0.400,0.065
'21:35.122',-0.400,0.065
'21:35.125',-0.350,0.060
'21:35.128',-0.340,0.045
'21:35.131',-0.345,0.040
'21:35.133',-0.345,0.020
'21:35.136',-0.315,0.025
'21:35.139',-0.295,0.035
'21:35.142',-0.275,0.025
'21:35.144',-0.260,0.000
'21:35.147',-0.255,-0.010
'21:35.150',-0.250,-0.010
'21:35.153',-0.230,-0.020
'21:35.156',-0.210,-0.015
'21:35.158',-0.195,-0.025
'21:35.161',-0.190,-0.035
'21:35.164',-0.185,-0.050
'21:35.167',-0.185,-0.065
'21:35.169',-0.170,-0.070
'21:35.172',-0.165,-0.060
'21:35.175',-0.140,-0.070
'21:35.178',-0.140,-0.080
'21:35.181',-0.145,-0.095
'21:35.183',-0.155,-0.105
'21:35.186',-0.135,-0.100
'21:35.189',-0.135,-0.090
'21:35.192',-0.125,-0.110
'21:35.194',-0.125,-0.130
'21:35.197',-0.125,-0.130
'21:35.200',-0.150,-0.135
'21:35.203',-0.145,-0.135
'21:35.206',-0.130,-0.115
'21:35.208',-0.130,-0.130
'21:35.211',-0.135,-0.140
'21:35.214',-0.135,-0.150
'21:35.217',-0.165,-0.145
'21:35.219',-0.155,-0.135
'21:35.222',-0.155,-0.125
'21:35.225',-0.150,-0.130
'21:35.228',-0.155,-0.135
'21:35.231',-0.165,-0.125
'21:35.233',-0.170,-0.135
'21:35.236',-0.165,-0.125
'21:35.239',-0.150,-0.105
'21:35.242',-0.135,-0.110
'21:35.244',-0.140,-0.105
'21:35.247',-0.150,-0.115
'21:35.250',-0.160,-0.130
'21:35.253',-0.150,-0.110
'21:35.256',-0.145,-0.105
'21:35.258',-0.150,-0.100
'21:35.261',-0.165,-0.125
'21:35.264',-0.185,-0.140
'21:35.267',-0.195,-0.145
'21:35.269',-0.185,-0.145
'21:35.272',-0.175,-0.125
'21:35.275',-0.150,-0.130
'21:35.278',-0.140,-0.125
'21:35.281',-0.150,-0.130
'21:35.283',-0.160,-0.130
'21:35.286',-0.145,-0.125
'21:35.289',-0.140,-0.120
'21:35.292',-0.135,-0.115
'21:35.294',-0.135,-0.115
'21:35.297',-0.145,-0.125
'21:35.300',-0.155,-0.120
'21:35.303',-0.160,-0.100
'21:35.306',-0.155,-0.090
'21:35.308',-0.160,-0.100
'21:35.311',-0.150,-0.115
'21:35.314',-0.150,-0.125
'21:35.317',-0.170,-0.125
'21:35.319',-0.140,-0.120
'21:35.322',-0.125,-0.110
'21:35.325',-0.135,-0.105
'21:35.328',-0.145,-0.100
'21:35.331',-0.170,-0.110
'21:35.333',-0.200,-0.110
'21:35.336',-0.225,-0.100
'21:35.339',-0.255,-0.090
'21:35.342',-0.280,-0.095
'21:35.344',-0.305,-0.100
'21:35.347',-0.330,-0.095
'21:35.350',-0.370,-0.110
'21:35.353',-0.380,-0.080
'21:35.356',-0.385,-0.080
'21:35.358',-0.370,-0.075
'21:35.361',-0.375,-0.080
'21:35.364',-0.375,-0.100
'21:35.367',-0.395,-0.095
'21:35.369',-0.405,-0.100
'21:35.372',-0.380,-0.075
'21:35.375',-0.375,-0.090
'21:35.378',-0.385,-0.095
'21:35.381',-0.385,-0.100
'21:35.383',-0.405,-0.105
'21:35.386',-0.390,-0.100
'21:35.389',-0.385,-0.090
'21:35.392',-0.375,-0.085
'21:35.394',-0.380,-0.100
'21:35.397',-0.380,-0.095
'21:35.400',-0.390,-0.110
'21:35.403',-0.390,-0.095
'21:35.406',-0.375,-0.075
'21:35.408',-0.370,-0.095
'21:35.411',-0.375,-0.095
'21:35.414',-0.370,-0.110
'21:35.417',-0.380,-0.110
'21:35.419',-0.375,-0.100
'21:35.422',-0.360,-0.080
'21:35.425',-0.360,-0.100
'21:35.428',-0.370,-0.095
'21:35.431',-0.360,-0.120
'21:35.433',-0.370,-0.105
'21:35.436',-0.375,-0.100
'21:35.439',-0.360,-0.100
'21:35.442',-0.350,-0.085
'21:35.444',-0.355,-0.100
'21:35.447',-0.355,-0.105
'21:35.450',-0.370,-0.110
'21:35.453',-0.355,-0.100
'21:35.456',-0.345,-0.090
'21:35.458',-0.340,-0.095
'21:35.461',-0.345,-0.100
'21:35.464',-0.345,-0.110
'21:35.467',-0.360,-0.105
'21:35.469',-0.350,-0.095
'21:35.472',-0.330,-0.090
'21:35.475',-0.330,-0.090
'21:35.478',-0.340,-0.095
'21:35.481',-0.340,-0.090
'21:35.483',-0.370,-0.075
'21:35.486',-0.360,-0.055
'21:35.489',-0.375,-0.020
'21:35.492',-0.385,0.000
'21:35.494',-0.400,0.015
'21:35.497',-0.415,0.015
'21:35.500',-0.390,0.010
'21:35.503',-0.285,-0.025
'21:35.506',-0.125,-0.065
'21:35.508',0.035,-0.150
'21:35.511',0.175,-0.230
'21:35.514',0.290,-0.345
'21:35.517',0.380,-0.435
'21:35.519',0.490,-0.535
'21:35.522',0.630,-0.640
'21:35.525',0.795,-0.835
'21:35.528',0.960,-1.040
'21:35.531',1.110,-1.225
'21:35.533',1.255,-1.355
'21:35.536',1.400,-1.390
'21:35.539',1.475,-1.370
'21:35.542',1.505,-1.365
'21:35.544',1.485,-1.330
'21:35.547',1.470,-1.300
'21:35.550',1.375,-1.235
'21:35.553',1.215,-1.150
'21:35.556',1.020,-1.055
'21:35.558',0.820,-0.980
'21:35.561',0.645,-0.915
'21:35.564',0.465,-0.840
'21:35.567',0.270,-0.780
'21:35.569',0.045,-0.700
'21:35.572',-0.185,-0.635
'21:35.575',-0.390,-0.575
'21:35.578',-0.565,-0.525
'21:35.581',-0.720,-0.500
'21:35.583',-0.865,-0.470
'21:35.586',-0.970,-0.410
'21:35.589',-1.025,-0.365
'21:35.592',-1.050,-0.340
'21:35.594',-1.065,-0.325
'21:35.597',-1.070,-0.305
'21:35.600',-1.075,-0.280
'21:35.603',-1.050,-0.235
'21:35.606',-1.035,-0.210
'21:35.608',-1.020,-0.180
'21:35.611',-1.010,-0.150
'21:35.614',-0.970,-0.145
'21:35.617',-0.930,-0.110
'21:35.619',-0.890,-0.080
'21:35.622',-0.840,-0.025
'21:35.625',-0.810,-0.010
'21:35.628',-0.795,0.005
'21:35.631',-0.780,0.010
'21:35.633',-0.775,0.040
'21:35.636',-0.730,0.060
'21:35.639',-0.695,0.085
'21:35.642',-0.670,0.085
'21:35.644',-0.655,0.100
'21:35.647',-0.650,0.090
'21:35.650',-0.665,0.095
'21:35.653',-0.645,0.110
'21:35.656',-0.635,0.110
'21:35.658',-0.630,0.120
'21:35.661',-0.640,0.105
'21:35.664',-0.650,0.110
'21:35.667',-0.665,0.105
'21:35.669',-0.645,0.125
'21:35.672',-0.650,0.135
'21:35.675',-0.650,0.140
'21:35.678',-0.665,0.130
'21:35.681',-0.675,0.130
'21:35.683',-0.690,0.130
'21:35.686',-0.680,0.140
'21:35.689',-0.680,0.165
'21:35.692',-0.690,0.155
'21:35.694',-0.695,0.145
'21:35.697',-0.705,0.150
'21:35.700',-0.715,0.155
'21:35.703',-0.715,0.165
'21:35.706',-0.710,0.180
'21:35.708',-0.715,0.180
'21:35.711',-0.715,0.185
'21:35.714',-0.715,0.170
'21:35.717',-0.745,0.190
'21:35.719',-0.735,0.180
'21:35.722',-0.735,0.205
'21:35.725',-0.730,0.200
'21:35.728',-0.735,0.195
'21:35.731',-0.730,0.205
'21:35.733',-0.740,0.190
'21:35.736',-0.735,0.210
'21:35.739',-0.720,0.215
'21:35.742',-0.720,0.215
'21:35.744',-0.710,0.210
'21:35.747',-0.715,0.215
'21:35.750',-0.720,0.200
'21:35.753',-0.710,0.220
'21:35.756',-0.705,0.230
'21:35.758',-0.690,0.230
'21:35.761',-0.675,0.220
'21:35.764',-0.675,0.200
'21:35.767',-0.665,0.200
'21:35.769',-0.645,0.200
'21:35.772',-0.625,0.210
'21:35.775',-0.600,0.195
'21:35.778',-0.600,0.205
'21:35.781',-0.590,0.180
'21:35.783',-0.590,0.175
'21:35.786',-0.570,0.190
'21:35.789',-0.555,0.190
'21:35.792',-0.525,0.175
'21:35.794',-0.505,0.170
'21:35.797',-0.495,0.160
'21:35.800',-0.490,0.160
'21:35.803',-0.485,0.170
'21:35.806',-0.460,0.160
'21:35.808',-0.440,0.150
'21:35.811',-0.425,0.135
'21:35.814',-0.415,0.140
'21:35.817',-0.410,0.125
'21:35.819',-0.390,0.130
'21:35.822',-0.375,0.125
'21:35.825',-0.350,0.130
'21:35.828',-0.330,0.110
'21:35.831',-0.325,0.095
'21:35.833',-0.325,0.080
'21:35.836',-0.305,0.095
'21:35.839',-0.285,0.100
'21:35.842',-0.280,0.085
'21:35.844',-0.255,0.070
'21:35.847',-0.255,0.060
'21:35.850',-0.240,0.045
'21:35.853',-0.235,0.040
'21:35.856',-0.215,0.040
'21:35.858',-0.205,0.035
'21:35.861',-0.190,0.010
'21:35.864',-0.185,0.000
'21:35.867',-0.200,-0.005
'21:35.869',-0.195,0.000
'21:35.872',-0.195,0.010
'21:35.875',-0.185,0.000
'21:35.878',-0.190,-0.010
'21:35.881',-0.195,-0.025
'21:35.883',-0.205,-0.030
'21:35.886',-0.200,-0.020
'21:35.889',-0.205,-0.010
'21:35.892',-0.195,-0.015
'21:35.894',-0.210,-0.025
'21:35.897',-0.210,-0.035
'21:35.900',-0.215,-0.035
'21:35.903',-0.225,-0.035
'21:35.906',-0.205,-0.025
'21:35.908',-0.205,-0.020
'21:35.911',-0.195,-0.025
'21:35.914',-0.190,-0.025
'21:35.917',-0.215,-0.025
'21:35.919',-0.215,-0.015
'21:35.922',-0.190,0.000
'21:35.925',-0.185,-0.010
'21:35.928',-0.190,0.000
'21:35.931',-0.210,-0.015
'21:35.933',-0.215,-0.020
'21:35.936',-0.215,-0.020
'21:35.939',-0.220,-0.015
'21:35.942',-0.220,-0.030
'21:35.944',-0.245,-0.035
'21:35.947',-0.245,-0.040
'21:35.950',-0.250,-0.040
'21:35.953',-0.225,-0.030
'21:35.956',-0.215,-0.020
'21:35.958',-0.195,-0.015
'21:35.961',-0.200,-0.015
'21:35.964',-0.200,-0.030
'21:35.967',-0.215,-0.035
'21:35.969',-0.220,-0.020
'21:35.972',-0.200,-0.005
'21:35.975',-0.180,-0.010
'21:35.978',-0.185,-0.005
'21:35.981',-0.200,-0.015
'21:35.983',-0.220,-0.010
'21:35.986',-0.220,-0.005
'21:35.989',-0.215,0.000
'21:35.992',-0.200,0.000
'21:35.994',-0.205,-0.020
'21:35.997',-0.185,-0.010
'21:36.000',-0.190,-0.010
'21:36.003',-0.180,-0.005
'21:36.006',-0.185,0.000
'21:36.008',-0.195,0.000
'21:36.011',-0.230,0.000
'21:36.014',-0.265,0.005
'21:36.017',-0.290,-0.005
'21:36.019',-0.305,0.005
'21:36.022',-0.325,0.025
'21:36.025',-0.340,0.020
'21:36.028',-0.360,0.015
'21:36.031',-0.390,0.010
'21:36.033',-0.415,0.020
'21:36.036',-0.425,0.020
'21:36.039',-0.415,0.030
'21:36.042',-0.420,0.040
'21:36.044',-0.430,0.020
'21:36.047',-0.430,0.015
'21:36.050',-0.440,0.005
'21:36.053',-0.435,0.025
'21:36.056',-0.425,0.025
'21:36.058',-0.430,0.020
'21:36.061',-0.430,0.020
'21:36.064',-0.435,0.005
'21:36.067',-0.445,0.010
'21:36.069',-0.435,0.025
'21:36.072',-0.430,0.030
'21:36.075',-0.420,0.020
'21:36.078',-0.425,0.015
'21:36.081',-0.425,0.000
'21:36.083',-0.435,0.010
'21:36.086',-0.420,0.005
'21:36.089',-0.420,0.025
'21:36.092',-0.405,0.020
'21:36.094',-0.405,0.010
'21:36.097',-0.410,0.005
'21:36.100',-0.415,0.000
'21:36.103',-0.410,0.025
'21:36.106',-0.405,0.015
'21:36.108',-0.395,0.020
'21:36.111',-0.400,0.010
'21:36.114',-0.405,0.010
'21:36.117',-0.405,0.010
'21:36.119',-0.410,0.020
'21:36.122',-0.395,0.025
'21:36.125',-0.390,0.020
'21:36.128',-0.385,0.010
'21:36.131',-0.385,0.010
'21:36.133',-0.400,0.020
'21:36.136',-0.390,0.015
'21:36.139',-0.375,0.025
'21:36.142',-0.365,0.020
'21:36.144',-0.360,0.020
'21:36.147',-0.380,0.010
'21:36.150',-0.375,0.015
'21:36.153',-0.365,0.025
'21:36.156',-0.365,0.035
'21:36.158',-0.345,0.025
'21:36.161',-0.355,0.030
'21:36.164',-0.360,0.035
'21:36.167',-0.385,0.040
'21:36.169',-0.385,0.070
'21:36.172',-0.400,0.115
'21:36.175',-0.405,0.130
'21:36.178',-0.400,0.145
'21:36.181',-0.410,0.145
'21:36.183',-0.350,0.120
'21:36.186',-0.210,0.090
'21:36.189',-0.045,0.035
'21:36.192',0.130,-0.055
'21:36.194',0.265,-0.165
'21:36.197',0.390,-0.275
'21:36.200',0.480,-0.365
'21:36.203',0.590,-0.455
'21:36.206',0.740,-0.590
'21:36.208',0.880,-0.755
'21:36.211',1.025,-0.940
'21:36.214',1.170,-1.105
'21:36.217',1.290,-1.195
'21:36.219',1.380,-1.215
'21:36.222',1.425,-1.215
'21:36.225',1.435,-1.185
'21:36.228',1.400,-1.155
'21:36.231',1.335,-1.115
'21:36.233',1.195,-1.025
'21:36.236',1.000,-0.925
'21:36.239',0.780,-0.840
'21:36.242',0.600,-0.755
'21:36.244',0.405,-0.705
'21:36.247',0.215,-0.635
'21:36.250',0.005,-0.565
'21:36.253',-0.255,-0.490
'21:36.256',-0.455,-0.430
'21:36.258',-0.630,-0.380
'21:36.261',-0.775,-0.350
'21:36.264',-0.915,-0.310
'21:36.267',-1.015,-0.265
'21:36.269',-1.070,-0.220
'21:36.272',-1.080,-0.185
'21:36.275',-1.070,-0.165
'21:36.278',-1.060,-0.135
'21:36.281',-1.065,-0.125
'21:36.283',-1.055,-0.075
'21:36.286',-1.045,-0.050
'21:36.289',-1.020,0.000
'21:36.292',-0.965,0.015
'21:36.294',-0.920,0.045
'21:36.297',-0.885,0.065
'21:36.300',-0.855,0.090
'21:36.303',-0.830,0.125
'21:36.306',-0.810,0.150
'21:36.308',-0.770,0.170
'21:36.311',-0.740,0.180
'21:36.314',-0.725,0.185
'21:36.317',-0.700,0.185
'21:36.319',-0.685,0.210
'21:36.322',-0.665,0.225
'21:36.325',-0.655,0.215
'21:36.328',-0.635,0.215
'21:36.331',-0.650,0.205
'21:36.333',-0.660,0.210
'21:36.336',-0.655,0.220
'21:36.339',-0.650,0.240
'21:36.342',-0.650,0.245
'21:36.344',-0.660,0.230
'21:36.347',-0.660,0.225
'21:36.350',-0.680,0.230
'21:36.353',-0.685,0.250
'21:36.356',-0.670,0.255
'21:36.358',-0.670,0.250
'21:36.361',-0.670,0.255
'21:36.364',-0.680,0.250
'21:36.367',-0.705,0.260
'21:36.369',-0.700,0.270
'21:36.372',-0.700,0.275
'21:36.375',-0.685,0.285
'21:36.378',-0.690,0.280
'21:36.381',-0.705,0.280
'21:36.383',-0.720,0.275
'21:36.386',-0.710,0.285
'21:36.389',-0.705,0.305
'21:36.392',-0.700,0.305
'21:36.394',-0.710,0.300
'21:36.397',-0.730,0.290
'21:36.400',-0.735,0.300
'21:36.403',-0.715,0.315
'21:36.406',-0.710,0.330
'21:36.408',-0.705,0.330
'21:36.411',-0.705,0.320
'21:36.414',-0.715,0.305
'21:36.417',-0.700,0.315
'21:36.419',-0.705,0.330
'21:36.422',-0.695,0.335
'21:36.425',-0.690,0.325
'21:36.428',-0.680,0.325
'21:36.431',-0.670,0.320
'21:36.433',-0.675,0.315
'21:36.436',-0.660,0.320
'21:36.439',-0.650,0.335
'21:36.442',-0.625,0.320
'21:36.444',-0.630,0.315
'21:36.447',-0.610,0.295
'21:36.450',-0.605,0.295
'21:36.453',-0.595,0.295
'21:36.456',-0.570,0.300
'21:36.458',-0.545,0.300
'21:36.461',-0.535,0.290
'21:36.464',-0.540,0.275
'21:36.467',-0.525,0.270
'21:36.469',-0.500,0.285
'21:36.472',-0.480,0.280
'21:36.475',-0.450,0.285
'21:36.478',-0.435,0.270
'21:36.481',-0.440,0.250
'21:36.483',-0.425,0.250
'21:36.486',-0.405,0.255
'21:36.489',-0.365,0.265
'21:36.492',-0.355,0.255
'21:36.494',-0.355,0.235
'21:36.497',-0.330,0.230
'21:36.500',-0.325,0.210
'21:36.503',-0.310,0.215
'21:36.506',-0.295,0.220
'21:36.508',-0.275,0.210
'21:36.511',-0.255,0.200
'21:36.514',-0.255,0.185
'21:36.517',-0.250,0.170
'21:36.519',-0.230,0.175
'21:36.522',-0.215,0.175
'21:36.525',-0.200,0.160
'21:36.528',-0.195,0.150
'21:36.531',-0.200,0.140
'21:36.533',-0.200,0.125
'21:36.536',-0.185,0.140
'21:36.539',-0.195,0.135
'21:36.542',-0.175,0.145
'21:36.544',-0.175,0.120
'21:36.547',-0.185,0.105
'21:36.550',-0.190,0.095
'21:36.553',-0.180,0.110
'21:36.556',-0.170,0.105
'21:36.558',-0.165,0.110
'21:36.561',-0.175,0.090
'21:36.564',-0.185,0.080
'21:36.567',-0.205,0.085
'21:36.569',-0.195,0.080
'21:36.572',-0.200,0.095
'21:36.575',-0.185,0.095
'21:36.578',-0.200,0.085
'21:36.581',-0.205,0.085
'21:36.583',-0.215,0.075
'21:36.586',-0.200,0.095
'21:36.589',-0.205,0.105
'21:36.592',-0.180,0.105
'21:36.594',-0.175,0.105
'21:36.597',-0.190,0.100
'21:36.600',-0.195,0.105
'21:36.603',-0.195,0.110
'21:36.606',-0.195,0.110
'21:36.608',-0.190,0.115
'21:36.611',-0.205,0.110
'21:36.614',-0.220,0.090
'21:36.617',-0.225,0.080
'21:36.619',-0.235,0.080
'21:36.622',-0.220,0.095
'21:36.625',-0.210,0.100
'21:36.628',-0.205,0.095
'21:36.631',-0.205,0.075
'21:36.633',-0.220,0.075
'21:36.636',-0.190,0.100
'21:36.639',-0.190,0.100
'21:36.642',-0.170,0.100
'21:36.644',-0.165,0.085
'21:36.647',-0.170,0.085
'21:36.650',-0.185,0.090
'21:36.653',-0.180,0.110
'21:36.656',-0.160,0.115
'21:36.658',-0.160,0.110
'21:36.661',-0.175,0.110
'21:36.664',-0.185,0.100
'21:36.667',-0.185,0.095
'21:36.669',-0.175,0.095
'21:36.672',-0.170,0.100
'21:36.675',-0.155,0.110
'21:36.678',-0.150,0.105
'21:36.681',-0.145,0.110
'21:36.683',-0.165,0.115
'21:36.686',-0.175,0.120
'21:36.689',-0.200,0.135
'21:36.692',-0.225,0.135
'21:36.694',-0.235,0.125
'21:36.697',-0.275,0.115
'21:36.700',-0.300,0.120
'21:36.703',-0.315,0.130
'21:36.706',-0.335,0.145
'21:36.708',-0.345,0.145
'21:36.711',-0.365,0.145
'21:36.714',-0.380,0.145
'21:36.717',-0.390,0.140
'21:36.719',-0.390,0.150
'21:36.722',-0.385,0.150
'21:36.725',-0.375,0.145
'21:36.728',-0.380,0.130
'21:36.731',-0.400,0.125
'21:36.733',-0.410,0.130
'21:36.736',-0.405,0.145
'21:36.739',-0.380,0.145
'21:36.742',-0.385,0.135
'21:36.744',-0.390,0.140
'21:36.747',-0.395,0.120
'21:36.750',-0.395,0.130
'21:36.753',-0.395,0.140
'21:36.756',-0.390,0.155
'21:36.758',-0.375,0.135
'21:36.761',-0.385,0.135
'21:36.764',-0.385,0.130
'21:36.767',-0.395,0.135
'21:36.769',-0.395,0.130
'21:36.772',-0.390,0.140
'21:36.775',-0.375,0.145
'21:36.778',-0.380,0.140
'21:36.781',-0.380,0.125
'21:36.783',-0.395,0.115
'21:36.786',-0.385,0.130
'21:36.789',-0.380,0.135
'21:36.792',-0.370,0.130
'21:36.794',-0.360,0.135
'21:36.797',-0.370,0.135
'21:36.800',-0.390,0.130
'21:36.803',-0.380,0.145
'21:36.806',-0.370,0.140
'21:36.808',-0.350,0.140
'21:36.811',-0.350,0.140
'21:36.814',-0.360,0.125
'21:36.817',-0.365,0.120
'21:36.819',-0.355,0.145
'21:36.822',-0.350,0.150
'21:36.825',-0.340,0.150
'21:36.828',-0.345,0.155
'21:36.831',-0.340,0.135
'21:36.833',-0.345,0.120
'21:36.836',-0.340,0.135
'21:36.839',-0.330,0.150
'21:36.842',-0.325,0.145
'21:36.844',-0.325,0.145
'21:36.847',-0.335,0.145
'21:36.850',-0.355,0.150
'21:36.853',-0.350,0.190
'21:36.856',-0.350,0.200
'21:36.858',-0.365,0.220
'21:36.861',-0.375,0.250
'21:36.864',-0.390,0.245
'21:36.867',-0.385,0.255
'21:36.869',-0.335,0.265
'21:36.872',-0.230,0.220
'21:36.875',-0.075,0.160
'21:36.878',0.065,0.090
'21:36.881',0.205,0.010
'21:36.883',0.320,-0.095
'21:36.886',0.420,-0.160
'21:36.889',0.505,-0.220
'21:36.892',0.600,-0.340
'21:36.894',0.725,-0.475
'21:36.897',0.835,-0.635
'21:36.900',0.965,-0.790
'21:36.903',1.100,-0.930
'21:36.906',1.235,-1.005
'21:36.908',1.330,-1.055
'21:36.911',1.350,-1.060
'21:36.914',1.345,-1.050
'21:36.917',1.320,-1.030
'21:36.919',1.300,-0.965
'21:36.922',1.235,-0.890
'21:36.925',1.095,-0.825
'21:36.928',0.905,-0.755
'21:36.931',0.710,-0.690
'21:36.933',0.555,-0.625
'21:36.936',0.400,-0.540
'21:36.939',0.275,-0.485
'21:36.942',0.110,-0.435
'21:36.944',-0.095,-0.385
'21:36.947',-0.325,-0.325
'21:36.950',-0.500,-0.285
'21:36.953',-0.635,-0.250
'21:36.956',-0.745,-0.195
'21:36.958',-0.845,-0.160
'21:36.961',-0.930,-0.115
'21:36.964',-0.980,-0.100
'21:36.967',-0.995,-0.070
'21:36.969',-1.000,-0.045
'21:36.972',-0.980,-0.005
'21:36.975',-0.960,0.015
'21:36.978',-0.960,0.045
'21:36.981',-0.970,0.060
'21:36.983',-0.960,0.090
'21:36.986',-0.920,0.120
'21:36.989',-0.865,0.160
'21:36.992',-0.825,0.190
'21:36.994',-0.785,0.205
'21:36.997',-0.765,0.220
'21:37.000',-0.755,0.255
'21:37.003',-0.735,0.275
'21:37.006',-0.705,0.295
'21:37.008',-0.665,0.305
'21:37.011',-0.655,0.315
'21:37.014',-0.630,0.315
'21:37.017',-0.625,0.320
'21:37.019',-0.610,0.340
'21:37.022',-0.595,0.350
'21:37.025',-0.575,0.355
'21:37.028',-0.570,0.340
'21:37.031',-0.580,0.340
'21:37.033',-0.595,0.335
'21:37.036',-0.590,0.345
'21:37.039',-0.595,0.360
'21:37.042',-0.575,0.360
'21:37.044',-0.585,0.365
'21:37.047',-0.605,0.365
'21:37.050',-0.600,0.355
'21:37.053',-0.600,0.365
'21:37.056',-0.615,0.370
'21:37.058',-0.600,0.390
'21:37.061',-0.595,0.365
'21:37.064',-0.610,0.370
'21:37.067',-0.620,0.385
'21:37.069',-0.635,0.390
'21:37.072',-0.625,0.410
'21:37.075',-0.625,0.405
'21:37.078',-0.625,0.415
'21:37.081',-0.645,0.395
'21:37.083',-0.650,0.405
'21:37.086',-0.640,0.410
'21:37.089',-0.640,0.440
'21:37.092',-0.630,0.425
'21:37.094',-0.630,0.420
'21:37.097',-0.640,0.415
'21:37.100',-0.655,0.425
'21:37.103',-0.650,0.435
'21:37.106',-0.635,0.430
'21:37.108',-0.625,0.435
'21:37.111',-0.620,0.435
'21:37.114',-0.630,0.440
'21:37.117',-0.650,0.440
'21:37.119',-0.640,0.440
'21:37.122',-0.625,0.455
'21:37.125',-0.610,0.455
'21:37.128',-0.605,0.455
'21:37.131',-0.610,0.435
'21:37.133',-0.605,0.445
'21:37.136',-0.585,0.440
'21:37.139',-0.570,0.460
'21:37.142',-0.555,0.450
'21:37.144',-0.540,0.435
'21:37.147',-0.540,0.435
'21:37.150',-0.545,0.430
'21:37.153',-0.520,0.440
'21:37.156',-0.510,0.440
'21:37.158',-0.485,0.435
'21:37.161',-0.465,0.420
'21:37.164',-0.460,0.410
'21:37.167',-0.450,0.415
'21:37.169',-0.435,0.410
'21:37.172',-0.415,0.405
'21:37.175',-0.400,0.400
'21:37.178',-0.385,0.395
'21:37.181',-0.375,0.385
'21:37.183',-0.365,0.380
'21:37.186',-0.345,0.390
'21:37.189',-0.320,0.395
'21:37.192',-0.290,0.370
'21:37.194',-0.285,0.375
'21:37.197',-0.275,0.360
'21:37.200',-0.285,0.355
'21:37.203',-0.245,0.340
'21:37.206',-0.235,0.345
'21:37.208',-0.215,0.330
'21:37.211',-0.200,0.330
'21:37.214',-0.200,0.310
'21:37.217',-0.190,0.300
'21:37.219',-0.185,0.300
'21:37.222',-0.170,0.300
'21:37.225',-0.145,0.290
'21:37.228',-0.135,0.275
'21:37.231',-0.145,0.255
'21:37.233',-0.155,0.255
'21:37.236',-0.125,0.255
'21:37.239',-0.130,0.250
'21:37.242',-0.100,0.255
'21:37.244',-0.100,0.255
'21:37.247',-0.110,0.240
'21:37.250',-0.125,0.235
'21:37.253',-0.115,0.240
'21:37.256',-0.100,0.230
'21:37.258',-0.105,0.225
'21:37.261',-0.110,0.215
'21:37.264',-0.115,0.200
'21:37.267',-0.125,0.200
'21:37.269',-0.125,0.195
'21:37.272',-0.115,0.210
'21:37.275',-0.110,0.205
'21:37.278',-0.115,0.200
'21:37.281',-0.120,0.185
'21:37.283',-0.135,0.175
'21:37.286',-0.135,0.200
'21:37.289',-0.130,0.215
'21:37.292',-0.130,0.210
'21:37.294',-0.120,0.210
'21:37.297',-0.125,0.215
'21:37.300',-0.130,0.205
'21:37.303',-0.125,0.220
'21:37.306',-0.105,0.215
'21:37.308',-0.120,0.230
'21:37.311',-0.130,0.215
'21:37.314',-0.120,0.205
'21:37.317',-0.125,0.200
'21:37.319',-0.130,0.200
'21:37.322',-0.140,0.215
'21:37.325',-0.135,0.200
'21:37.328',-0.155,0.195
'21:37.331',-0.160,0.180
'21:37.333',-0.140,0.180
'21:37.336',-0.145,0.200
'21:37.339',-0.115,0.220
'21:37.342',-0.095,0.220
'21:37.344',-0.100,0.210
'21:37.347',-0.100,0.195
'21:37.350',-0.115,0.190
'21:37.353',-0.110,0.195
'21:37.356',-0.115,0.210
'21:37.358',-0.095,0.220
'21:37.361',-0.105,0.220
'21:37.364',-0.105,0.220
'21:37.367',-0.120,0.210
'21:37.369',-0.120,0.225
'21:37.372',-0.110,0.220
'21:37.375',-0.095,0.220
'21:37.378',-0.100,0.210
'21:37.381',-0.090,0.200
'21:37.383',-0.090,0.205
'21:37.386',-0.090,0.225
'21:37.389',-0.090,0.230
'21:37.392',-0.105,0.230
'21:37.394',-0.135,0.230
'21:37.397',-0.165,0.220
